hex_id,q,r,area_nominal_km2,centroide_lon,centroide_lat,__atlas_label,__atlas_color,ipg_100,classe_ipg,nucleo_territorial_candidato,n_temas,temas_presentes,n_complexos,complexos_presentes,n_unidades,diversidade_Dn,riqueza_Q,riqueza_Qn,vizinhos_ativos,continuidade_Cn,cobertura_inventario,confianca_documental,fator_evidencia_medio,proporcao_fontes_oficiais,ativacao_geocientifica_documentada,municipio_ativacao,marcos_ativacao,anos_ativacao,tipos_ativacao,pioneirismo_ativacao,qualificador_territorial,prioridade_validacao,viabilidade_geoparque,formula,metodo_continuidade,interpretacao,fonte_limite_operacional,versao_metodo
IPG--29-23,-29,23,250,-57.298006,-17.420305,IPG--29-23 — sem evidência espacial nesta fase,#d9d9d9,,sem evidência suficiente,Não,0,,0,,0,0.0,0.0,0.0,0,0.0,Sem registro espacial nesta fase. Não significa ausência de patrimônio geológico,não avaliada,,,Não inventariada nesta fase,,0,,,,Sem qualificador adicional nesta fase,Sem prioridade adicional,"Não avaliada. Exige matriz própria de governança, conservação, acesso, participação e gestão","IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Número de vizinhos ativos dividido por 6. A pontuação não é elevada pela ausência de células na borda,"Potencial geocientífico territorial documentado. Não demonstra valor internacional, viabilidade, governança ou reconhecimento UNESCO",Contingência local derivada das 79 sedes municipais e dos registros. O limite oficial permanece disponível no PIN MS,"Fase 3.2, Atlas v1.7.0"
IPG--29-24,-29,24,250,-57.216021,-17.288599,IPG--29-24 — sem evidência espacial nesta fase,#d9d9d9,,sem evidência suficiente,Não,0,,0,,0,0.0,0.0,0.0,0,0.0,Sem registro espacial nesta fase. Não significa ausência de patrimônio geológico,não avaliada,,,Não inventariada nesta fase,,0,,,,Sem qualificador adicional nesta fase,Sem prioridade adicional,"Não avaliada. Exige matriz própria de governança, conservação, acesso, participação e gestão","IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Número de vizinhos ativos dividido por 6. A pontuação não é elevada pela ausência de células na borda,"Potencial geocientífico territorial documentado. Não demonstra valor internacional, viabilidade, governança ou reconhecimento UNESCO",Contingência local derivada das 79 sedes municipais e dos registros. O limite oficial permanece disponível no PIN MS,"Fase 3.2, Atlas v1.7.0"
IPG--28-11,-28,11,250,-58.131294,-19.000433,IPG--28-11 — sem evidência espacial nesta fase,#d9d9d9,,sem evidência suficiente,Não,0,,0,,0,0.0,0.0,0.0,0,0.0,Sem registro espacial nesta fase. Não significa ausência de patrimônio geológico,não avaliada,,,Não inventariada nesta fase,,0,,,,Sem qualificador adicional nesta fase,Sem prioridade adicional,"Não avaliada. Exige matriz própria de governança, conservação, acesso, participação e gestão","IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Número de vizinhos ativos dividido por 6. A pontuação não é elevada pela ausência de células na borda,"Potencial geocientífico territorial documentado. Não demonstra valor internacional, viabilidade, governança ou reconhecimento UNESCO",Contingência local derivada das 79 sedes municipais e dos registros. O limite oficial permanece disponível no PIN MS,"Fase 3.2, Atlas v1.7.0"
IPG--28-12,-28,12,250,-58.04774,-18.869225,IPG--28-12 — sem evidência espacial nesta fase,#d9d9d9,,sem evidência suficiente,Não,0,,0,,0,0.0,0.0,0.0,0,0.0,Sem registro espacial nesta fase. Não significa ausência de patrimônio geológico,não avaliada,,,Não inventariada nesta fase,,0,,,,Sem qualificador adicional nesta fase,Sem prioridade adicional,"Não avaliada. Exige matriz própria de governança, conservação, acesso, participação e gestão","IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Número de vizinhos ativos dividido por 6. A pontuação não é elevada pela ausência de células na borda,"Potencial geocientífico territorial documentado. Não demonstra valor internacional, viabilidade, governança ou reconhecimento UNESCO",Contingência local derivada das 79 sedes municipais e dos registros. O limite oficial permanece disponível no PIN MS,"Fase 3.2, Atlas v1.7.0"
IPG--28-13,-28,13,250,-57.964334,-18.737968,IPG--28-13 — sem evidência espacial nesta fase,#d9d9d9,,sem evidência suficiente,Não,0,,0,,0,0.0,0.0,0.0,0,0.0,Sem registro espacial nesta fase. Não significa ausência de patrimônio geológico,não avaliada,,,Não inventariada nesta fase,,0,,,,Sem qualificador adicional nesta fase,Sem prioridade adicional,"Não avaliada. Exige matriz própria de governança, conservação, acesso, participação e gestão","IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Número de vizinhos ativos dividido por 6. A pontuação não é elevada pela ausência de células na borda,"Potencial geocientífico territorial documentado. Não demonstra valor internacional, viabilidade, governança ou reconhecimento UNESCO",Contingência local derivada das 79 sedes municipais e dos registros. O limite oficial permanece disponível no PIN MS,"Fase 3.2, Atlas v1.7.0"
IPG--28-14,-28,14,250,-57.881075,-18.606663,IPG--28-14 — sem evidência espacial nesta fase,#d9d9d9,,sem evidência suficiente,Não,0,,0,,0,0.0,0.0,0.0,0,0.0,Sem registro espacial nesta fase. Não significa ausência de patrimônio geológico,não avaliada,,,Não inventariada nesta fase,,0,,,,Sem qualificador adicional nesta fase,Sem prioridade adicional,"Não avaliada. Exige matriz própria de governança, conservação, acesso, participação e gestão","IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Número de vizinhos ativos dividido por 6. A pontuação não é elevada pela ausência de células na borda,"Potencial geocientífico territorial documentado. Não demonstra valor internacional, viabilidade, governança ou reconhecimento UNESCO",Contingência local derivada das 79 sedes municipais e dos registros. O limite oficial permanece disponível no PIN MS,"Fase 3.2, Atlas v1.7.0"
IPG--28-17,-28,17,250,-57.632162,-18.212456,IPG--28-17 — sem evidência espacial nesta fase,#d9d9d9,,sem evidência suficiente,Não,0,,0,,0,0.0,0.0,0.0,0,0.0,Sem registro espacial nesta fase. Não significa ausência de patrimônio geológico,não avaliada,,,Não inventariada nesta fase,,0,,,,Sem qualificador adicional nesta fase,Sem prioridade adicional,"Não avaliada. Exige matriz própria de governança, conservação, acesso, participação e gestão","IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Número de vizinhos ativos dividido por 6. A pontuação não é elevada pela ausência de células na borda,"Potencial geocientífico territorial documentado. Não demonstra valor internacional, viabilidade, governança ou reconhecimento UNESCO",Contingência local derivada das 79 sedes municipais e dos registros. O limite oficial permanece disponível no PIN MS,"Fase 3.2, Atlas v1.7.0"
IPG--28-18,-28,18,250,-57.549475,-18.080958,IPG--28-18 — sem evidência espacial nesta fase,#d9d9d9,,sem evidência suficiente,Não,0,,0,,0,0.0,0.0,0.0,0,0.0,Sem registro espacial nesta fase. Não significa ausência de patrimônio geológico,não avaliada,,,Não inventariada nesta fase,,0,,,,Sem qualificador adicional nesta fase,Sem prioridade adicional,"Não avaliada. Exige matriz própria de governança, conservação, acesso, participação e gestão","IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Número de vizinhos ativos dividido por 6. A pontuação não é elevada pela ausência de células na borda,"Potencial geocientífico territorial documentado. Não demonstra valor internacional, viabilidade, governança ou reconhecimento UNESCO",Contingência local derivada das 79 sedes municipais e dos registros. O limite oficial permanece disponível no PIN MS,"Fase 3.2, Atlas v1.7.0"
IPG--28-19,-28,19,250,-57.466929,-17.949412,IPG--28-19 — sem evidência espacial nesta fase,#d9d9d9,,sem evidência suficiente,Não,0,,0,,0,0.0,0.0,0.0,0,0.0,Sem registro espacial nesta fase. Não significa ausência de patrimônio geológico,não avaliada,,,Não inventariada nesta fase,,0,,,,Sem qualificador adicional nesta fase,Sem prioridade adicional,"Não avaliada. Exige matriz própria de governança, conservação, acesso, participação e gestão","IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Número de vizinhos ativos dividido por 6. A pontuação não é elevada pela ausência de células na borda,"Potencial geocientífico territorial documentado. Não demonstra valor internacional, viabilidade, governança ou reconhecimento UNESCO",Contingência local derivada das 79 sedes municipais e dos registros. O limite oficial permanece disponível no PIN MS,"Fase 3.2, Atlas v1.7.0"
IPG--28-20,-28,20,250,-57.384521,-17.817818,IPG--28-20 — sem evidência espacial nesta fase,#d9d9d9,,sem evidência suficiente,Não,0,,0,,0,0.0,0.0,0.0,1,0.1667,Sem registro espacial nesta fase. Não significa ausência de patrimônio geológico,não avaliada,,,Não inventariada nesta fase,,0,,,,Sem qualificador adicional nesta fase,Sem prioridade adicional,"Não avaliada. Exige matriz própria de governança, conservação, acesso, participação e gestão","IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Número de vizinhos ativos dividido por 6. A pontuação não é elevada pela ausência de células na borda,"Potencial geocientífico territorial documentado. Não demonstra valor internacional, viabilidade, governança ou reconhecimento UNESCO",Contingência local derivada das 79 sedes municipais e dos registros. O limite oficial permanece disponível no PIN MS,"Fase 3.2, Atlas v1.7.0"
IPG--28-21,-28,21,250,-57.302251,-17.686176,IPG--28-21 — sem evidência espacial nesta fase,#d9d9d9,,sem evidência suficiente,Não,0,,0,,0,0.0,0.0,0.0,1,0.1667,Sem registro espacial nesta fase. Não significa ausência de patrimônio geológico,não avaliada,,,Não inventariada nesta fase,,0,,,,Sem qualificador adicional nesta fase,Sem prioridade adicional,"Não avaliada. Exige matriz própria de governança, conservação, acesso, participação e gestão","IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Número de vizinhos ativos dividido por 6. A pontuação não é elevada pela ausência de células na borda,"Potencial geocientífico territorial documentado. Não demonstra valor internacional, viabilidade, governança ou reconhecimento UNESCO",Contingência local derivada das 79 sedes municipais e dos registros. O limite oficial permanece disponível no PIN MS,"Fase 3.2, Atlas v1.7.0"
IPG--28-22,-28,22,250,-57.220117,-17.554487,IPG--28-22 — sem evidência espacial nesta fase,#d9d9d9,,sem evidência suficiente,Não,0,,0,,0,0.0,0.0,0.0,0,0.0,Sem registro espacial nesta fase. Não significa ausência de patrimônio geológico,não avaliada,,,Não inventariada nesta fase,,0,,,,Sem qualificador adicional nesta fase,Sem prioridade adicional,"Não avaliada. Exige matriz própria de governança, conservação, acesso, participação e gestão","IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Número de vizinhos ativos dividido por 6. A pontuação não é elevada pela ausência de células na borda,"Potencial geocientífico territorial documentado. Não demonstra valor internacional, viabilidade, governança ou reconhecimento UNESCO",Contingência local derivada das 79 sedes municipais e dos registros. O limite oficial permanece disponível no PIN MS,"Fase 3.2, Atlas v1.7.0"
IPG--28-23,-28,23,250,-57.138118,-17.42275,IPG--28-23 — sem evidência espacial nesta fase,#d9d9d9,,sem evidência suficiente,Não,0,,0,,0,0.0,0.0,0.0,0,0.0,Sem registro espacial nesta fase. Não significa ausência de patrimônio geológico,não avaliada,,,Não inventariada nesta fase,,0,,,,Sem qualificador adicional nesta fase,Sem prioridade adicional,"Não avaliada. Exige matriz própria de governança, conservação, acesso, participação e gestão","IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Número de vizinhos ativos dividido por 6. A pontuação não é elevada pela ausência de células na borda,"Potencial geocientífico territorial documentado. Não demonstra valor internacional, viabilidade, governança ou reconhecimento UNESCO",Contingência local derivada das 79 sedes municipais e dos registros. O limite oficial permanece disponível no PIN MS,"Fase 3.2, Atlas v1.7.0"
IPG--28-24,-28,24,250,-57.056253,-17.290967,IPG--28-24 — sem evidência espacial nesta fase,#d9d9d9,,sem evidência suficiente,Não,0,,0,,0,0.0,0.0,0.0,0,0.0,Sem registro espacial nesta fase. Não significa ausência de patrimônio geológico,não avaliada,,,Não inventariada nesta fase,,0,,,,Sem qualificador adicional nesta fase,Sem prioridade adicional,"Não avaliada. Exige matriz própria de governança, conservação, acesso, participação e gestão","IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Número de vizinhos ativos dividido por 6. A pontuação não é elevada pela ausência de células na borda,"Potencial geocientífico territorial documentado. Não demonstra valor internacional, viabilidade, governança ou reconhecimento UNESCO",Contingência local derivada das 79 sedes municipais e dos registros. O limite oficial permanece disponível no PIN MS,"Fase 3.2, Atlas v1.7.0"
IPG--27-10,-27,10,250,-58.053477,-19.134929,IPG--27-10 — sem evidência espacial nesta fase,#d9d9d9,,sem evidência suficiente,Não,0,,0,,0,0.0,0.0,0.0,0,0.0,Sem registro espacial nesta fase. Não significa ausência de patrimônio geológico,não avaliada,,,Não inventariada nesta fase,,0,,,,Sem qualificador adicional nesta fase,Sem prioridade adicional,"Não avaliada. Exige matriz própria de governança, conservação, acesso, participação e gestão","IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Número de vizinhos ativos dividido por 6. A pontuação não é elevada pela ausência de células na borda,"Potencial geocientífico territorial documentado. Não demonstra valor internacional, viabilidade, governança ou reconhecimento UNESCO",Contingência local derivada das 79 sedes municipais e dos registros. O limite oficial permanece disponível no PIN MS,"Fase 3.2, Atlas v1.7.0"
IPG--27-11,-27,11,250,-57.969904,-19.003688,IPG--27-11 — sem evidência espacial nesta fase,#d9d9d9,,sem evidência suficiente,Não,0,,0,,0,0.0,0.0,0.0,0,0.0,Sem registro espacial nesta fase. Não significa ausência de patrimônio geológico,não avaliada,,,Não inventariada nesta fase,,0,,,,Sem qualificador adicional nesta fase,Sem prioridade adicional,"Não avaliada. Exige matriz própria de governança, conservação, acesso, participação e gestão","IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Número de vizinhos ativos dividido por 6. A pontuação não é elevada pela ausência de células na borda,"Potencial geocientífico territorial documentado. Não demonstra valor internacional, viabilidade, governança ou reconhecimento UNESCO",Contingência local derivada das 79 sedes municipais e dos registros. O limite oficial permanece disponível no PIN MS,"Fase 3.2, Atlas v1.7.0"
IPG--27-12,-27,12,250,-57.88648,-18.872398,IPG--27-12 — sem evidência espacial nesta fase,#d9d9d9,,sem evidência suficiente,Não,0,,0,,0,0.0,0.0,0.0,0,0.0,Sem registro espacial nesta fase. Não significa ausência de patrimônio geológico,não avaliada,,,Não inventariada nesta fase,,0,,,,Sem qualificador adicional nesta fase,Sem prioridade adicional,"Não avaliada. Exige matriz própria de governança, conservação, acesso, participação e gestão","IPG100 = 100 × (0,40 Dn + 0,35 Qn + 0,25 Cn)",Número de vizinhos ativos dividido por 6. A pontuação não é elevada pela ausência de células na borda,"Potencial geocientífico territorial documentado. Não demonstra valor internacional, viabilidade, governança ou reconhecimento UNESCO",Contingência local derivada das 79 sedes municipais e dos registros. O limite oficial permanece disponível no PIN MS,"Fase 3.2, Atlas v1.7.0"
